Date,HG=F_Close,HG=F_dailyReturns,copx_Close,copx_dailyReturns,spread,abs_sprd,HG=F_rolling avg,copx_rolling avg,isSprdPos,signal,axe,leverage,ratio,HG=F_Size,copx_Size,HG=F_Cashflow,copx_Cashflow,HG=F_MTM,copx_MTM,Live Trades,HG=F_PnL,copx_PnL,Total PnL,riskThreshold,grossCashflow,totalMTM,totalMTM in %,isStoppedOut,Adjusted PnL,Gross Capital
2024-02-06,3.7825000286102295,0.0027836569503090214,35.65999984741211,0.015954455773093512,-0.01317079882278449,0.01317079882278449,0.0070712757941670465,0.019392230654389563,0,0,-1.0,5,54.03419408375438,145.0,-5.0,-548.4625041484833,178.29999923706055,5.655004978179932,-0.6999969482421875,Closed,-548.4625041484833,178.29999923706055,4.955008029937744,0.019392230654389563,726.7625033855438,4.955008029937744,0.006817919205869015,0,4.955008029937744,0.0
2024-02-07,3.737499952316284,-0.01189691366915313,35.25,-0.011497471934001191,-0.0003994417351519397,0.0003994417351519397,0.006660602726232031,0.019103592715085188,0,0,0.0,5,9.114775441980381,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.019103592715085188,0.0,0.0,0.0,0,0.0,0.0
2024-02-08,3.7054998874664307,-0.008561890370064607,35.040000915527344,-0.005957420836103733,-0.0026044695339608737,0.0026044695339608737,0.0062444448162546976,0.01580137802749605,0,0,0.0,5,6.5796974139305,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.01580137802749605,0.0,0.0,0.0,0,0.0,0.0
2024-02-09,3.686000108718872,-0.005262388163474241,34.61000061035156,-0.012271697886435673,0.007009309722961432,0.007009309722961432,0.006333214005043092,0.013537275113389891,1,0,0.0,5,21.896164085235494,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.013537275113389891,0.0,0.0,0.0,0,0.0,0.0
2024-02-12,3.7284998893737793,0.011530054096954068,35.189998626708984,0.016758104771138038,-0.0052280506741839705,0.0052280506741839705,0.009449867974960809,0.014593430235978927,0,0,0.0,5,13.717616957161338,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.014593430235978927,0.0,0.0,0.0,0,0.0,0.0
2024-02-13,3.7139999866485596,-0.0038889374159684076,34.13999938964844,-0.02983800164924144,0.025949064233273034,0.025949064233273034,0.009016975744023702,0.016755138285294652,1,1,1.0,5,70.52780871626368,-353.0,5.0,1311.0419952869415,-170.6999969482422,0.0,0.0,Opened,1311.0419952869415,-170.6999969482422,0.0,0.016755138285294652,1481.7419922351837,0.0,0.0,0,0.0,1481.7419922351837
2024-02-14,3.700500011444092,-0.003634888328755692,34.810001373291016,0.019625131681921815,-0.023260020010677507,0.023260020010677507,0.007794200871257904,0.020706695866449274,0,0,-1.0,5,50.78847083084902,353.0,-5.0,-1306.2765040397644,174.05000686645508,4.765491247177124,3.3500099182128906,Closed,-1306.2765040397644,174.05000686645508,8.115501165390015,0.020706695866449274,1480.3265109062195,8.115501165390015,0.005482237266980989,0,8.115501165390015,0.0
2024-02-15,3.756500005722046,0.015133088529866168,35.2400016784668,0.012352780471468483,0.0027803080583976847,0.0027803080583976847,0.009739964866081769,0.02150982536794541,1,0,0.0,5,7.657547108615847,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.02150982536794541,0.0,0.0,0.0,0,0.0,0.0
2024-02-16,3.8380000591278076,0.02169574158967591,36.040000915527344,0.0227014528648386,-0.0010057112751626907,0.0010057112751626907,0.0114836140474883,0.021668699828992197,0,0,0.0,5,9.82559749125654,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.021668699828992197,0.0,0.0,0.0,0,0.0,0.0
2024-02-20,3.866499900817871,0.007425701211828617,35.93000030517578,-0.0030521811197893323,0.01047788233161795,0.01047788233161795,0.011328767705220351,0.02155087817511118,1,0,0.0,5,3.819548672029296,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.02155087817511118,0.0,0.0,0.0,0,0.0,0.0
2024-02-21,3.874500036239624,0.002069089778085953,35.970001220703125,0.0011133012854882551,0.0009557884925976978,0.0009557884925976978,0.010098076233298088,0.011262065029742554,1,0,0.0,5,4.995260698573891,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.011262065029742554,0.0,0.0,0.0,0,0.0,0.0
2024-02-22,3.8975000381469727,0.005936250275447419,35.9900016784668,0.0005560316120356568,0.005380218663411762,0.005380218663411762,0.007876515385551208,0.010630841134936278,1,0,0.0,5,0.8649340995359903,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.010630841134936278,0.0,0.0,0.0,0,0.0,0.0
2024-02-23,3.881999969482422,-0.003976925853198976,36.439998626708984,0.012503387809271072,-0.016480313662470047,0.016480313662470047,0.009505258766194164,0.010650934873226478,0,1,1.0,5,29.512298300121675,148.0,-5.0,-574.5359954833984,182.19999313354492,0.0,0.0,Opened,-574.5359954833984,182.19999313354492,0.0,0.010650934873226478,756.7359886169434,0.0,0.0,0,0.0,756.7359886169434
2024-02-26,3.8239998817443848,-0.014940774908293042,35.900001525878906,-0.014818801349632427,-0.00012197355866061521,0.00012197355866061521,0.009100447427786354,0.009798731711677885,0,1,0.0,5,9.311433590289331,-148.0,5.0,565.951982498169,-179.50000762939453,-8.584012985229492,2.6999855041503906,Live,0.0,0.0,0.0,0.009798731711677885,745.4519901275635,-5.884027481079102,-0.00789323465361225,0,0.0,0.0
2024-02-27,3.8310000896453857,0.0018305983570814366,36.2400016784668,0.009470755936954456,-0.007640157579873019,0.007640157579873019,0.008145831799301376,0.010625446229015378,0,1,0.0,5,48.94041228524448,-148.0,5.0,566.9880132675171,-181.20000839233398,-7.547982215881348,0.9999847412109375,Live,0.0,0.0,0.0,0.010625446229015378,748.1880216598511,-6.54799747467041,-0.008751807413521153,0,0.0,0.0
2024-02-28,3.827500104904175,-0.0009135955779983052,35.54999923706055,-0.019039801585225558,0.018126206007227252,0.018126206007227252,0.007895526090216485,0.014166715916656164,1,0,-1.0,5,193.5676662034009,-148.0,5.0,566.4700155258179,-177.74999618530273,-8.065979957580566,4.4499969482421875,Closed,566.4700155258179,-177.74999618530273,-3.615983009338379,0.014166715916656164,744.2200117111206,-3.615983009338379,-0.00485875541162144,0,-3.615983009338379,0.0
2024-02-29,3.8345000743865967,0.0018288619962290031,35.97999954223633,0.01209564878773639,-0.010266786791507387,0.010266786791507387,0.006968994218961569,0.015607983870105775,0,0,0.0,5,62.058408760640106,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.015607983870105775,0.0,0.0,0.0,0,0.0,0.0
2024-03-01,3.8550000190734863,0.005346184454089187,36.45000076293945,0.013062846767171177,-0.00771666231308199,0.00771666231308199,0.007905028744710862,0.015721243917715018,0,0,0.0,5,23.10292939782892,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.015721243917715018,0.0,0.0,0.0,0,0.0,0.0
2024-03-04,3.8519999980926514,-0.0007782155553804904,36.58000183105469,0.003566558721376234,-0.004344774276756724,0.004344774276756724,0.0025504587083440074,0.013308660295862858,0,0,0.0,5,43.52180672874951,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.013308660295862858,0.0,0.0,0.0,0,0.0,0.0
2024-03-05,3.8440001010894775,-0.002076816460834685,35.97999954223633,-0.01640246743533469,0.014325650974500004,0.014325650974500004,0.00297317715064705,0.015428818927251989,1,0,0.0,5,73.92457389674024,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.015428818927251989,0.0,0.0,0.0,0,0.0,0.0
2024-03-06,3.870500087738037,0.0068938569073004885,37.31999969482422,0.037242917444034074,-0.030349060536733585,0.030349060536733585,0.0038477360696600035,0.01932867701808187,0,1,1.0,5,52.090194555082064,261.0,-5.0,-1010.2005228996277,186.5999984741211,0.0,0.0,Opened,-1010.2005228996277,186.5999984741211,0.0,0.01932867701808187,1196.8005213737488,0.0,0.0,0,0.0,1196.8005213737488
2024-03-07,3.9195001125335693,0.012659869186094852,38.02000045776367,0.018756719417565737,-0.006096850231470885,0.006096850231470885,0.006002139019871577,0.019741853525347203,0,1,0.0,5,14.371731674892779,-261.0,5.0,1022.9895293712616,-190.10000228881836,12.789006471633911,-3.5000038146972656,Live,0.0,0.0,0.0,0.019741853525347203,1213.08953166008,9.289002656936646,0.007657310045553603,0,0.0,0.0
2024-03-08,3.884999990463257,-0.008802174022138676,38.040000915527344,0.0005260509606224151,-0.00932822498276109,0.00932822498276109,0.00833252060678636,0.02024307333410654,0,1,0.0,5,0.5851771563727493,-261.0,5.0,1013.98499751091,-190.20000457763672,3.7844746112823486,-3.600006103515625,Live,0.0,0.0,0.0,0.02024307333410654,1204.1850020885468,0.18446850776672363,0.00015318950779720739,0,0.0,0.0
2024-03-11,3.922499895095825,0.009652485128602839,38.29999923706055,0.0068348663321686765,0.0028176187964341626,0.0028176187964341626,0.008882314593475712,0.0200865011061443,1,0,-1.0,5,6.913957555208348,-261.0,5.0,1023.7724726200104,-191.49999618530273,13.57194972038269,-4.899997711181641,Closed,1023.7724726200104,-191.49999618530273,8.67195200920105,0.0200865011061443,1215.272468805313,8.67195200920105,0.0071358088262512085,0,8.67195200920105,0.0
2024-03-12,3.924999952316284,0.0006373632344987001,38.11000061035156,-0.0049607997517956415,0.005598162986294342,0.005598162986294342,0.008519160947331747,0.01679542215727948,1,0,0.0,5,75.57253465187098,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.01679542215727948,0.0,0.0,0.0,0,0.0,0.0
2024-03-13,4.052499771118164,0.03248403066263417,40.40999984741211,0.06035159276370661,-0.02786756210107244,0.02786756210107244,0.015424321396619414,0.02615820192041494,0,1,1.0,5,18.52612859472983,93.0,-5.0,-376.88247871398926,202.04999923706055,0.0,0.0,Opened,-376.88247871398926,202.04999923706055,0.0,0.02615820192041494,578.9324779510498,0.0,0.0,0,0.0,578.9324779510498
2024-03-14,4.0370001792907715,-0.003824699001306997,40.58000183105469,0.004206928589074677,-0.008031627590381674,0.008031627590381674,0.016272116833157695,0.026621996517624393,0,1,0.0,5,11.056589130808279,-93.0,5.0,375.44101667404175,-202.90000915527344,-1.4414620399475098,-0.8500099182128906,Live,0.0,0.0,0.0,0.026621996517624393,578.3410258293152,-2.2914719581604004,-0.00396214665019576,0,0.0,0.0
2024-03-15,4.112500190734863,0.018702008444635654,41.59000015258789,0.02488906544997449,-0.006187057005338836,0.006187057005338836,0.014564086695329137,0.02589823658511008,0,1,0.0,5,13.458706793730848,-93.0,5.0,382.4625177383423,-207.95000076293945,5.580039024353027,-5.900001525878906,Live,0.0,0.0,0.0,0.02589823658511008,590.4125185012817,-0.3199625015258789,-0.0005419304155983683,0,0.0,0.0
2024-03-18,4.114500045776367,0.0004862869176296414,41.06999969482422,-0.012503016490883923,0.012989303408513564,0.012989303408513564,0.015411761265331489,0.029257823257133143,1,0,-1.0,5,256.6432498329561,-93.0,5.0,382.64850425720215,-205.3499984741211,5.766025543212891,-3.299999237060547,Closed,382.64850425720215,-205.3499984741211,2.4660263061523438,0.029257823257133143,587.9985027313232,2.4660263061523438,0.004193932968702058,0,2.4660263061523438,0.0
2024-03-19,4.058499813079834,-0.013610458639809364,40.4900016784668,-0.014122182144318707,0.0005117235045093427,0.0005117235045093427,0.01851114535873655,0.031007698782385712,1,0,0.0,5,10.351691314873664,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.031007698782385712,0.0,0.0,0.0,0,0.0,0.0
2024-03-20,4.03849983215332,-0.004927924565145236,41.790000915527344,0.03210667283701074,-0.03703459740215598,0.03703459740215598,0.01195975635082965,0.0211225203023258,0,1,1.0,5,67.41919504921597,338.0,-5.0,-1365.0129432678223,208.95000457763672,0.0,0.0,Opened,-1365.0129432678223,208.95000457763672,0.0,0.0211225203023258,1573.962947845459,0.0,0.0,0,0.0,1573.962947845459
2024-03-21,4.046500205993652,0.001981026166358868,41.77000045776367,-0.0004785943365758216,0.0024596205029346896,0.0024596205029346896,0.011854015323028863,0.02137515405276724,1,0,-1.0,5,2.493803650538483,-338.0,5.0,1367.7170696258545,-208.85000228881836,2.7041263580322266,0.10000228881835938,Closed,1367.7170696258545,-208.85000228881836,2.804128646850586,0.02137515405276724,1576.5670719146729,2.804128646850586,0.0017786294644890003,0,2.804128646850586,0.0
2024-03-22,3.996000051498413,-0.0124799584639681,41.290000915527344,-0.01149148999224181,-0.0009884684717262893,0.0009884684717262893,0.007183437219649843,0.019432336922358327,0,0,0.0,5,9.514426392956276,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.019432336922358327,0.0,0.0,0.0,0,0.0,0.0
2024-03-25,4.006999969482422,0.0027527321927545145,41.099998474121094,-0.00460165747622443,0.0073543896689789445,0.0073543896689789445,0.0077234144555833675,0.018596598772393398,1,0,0.0,5,17.146393788088908,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.018596598772393398,0.0,0.0,0.0,0,0.0,0.0
2024-03-26,3.996000051498413,-0.0027451754598913913,40.70000076293945,-0.009732304769634048,0.006987129309742657,0.006987129309742657,0.00615468983754285,0.017834522342868524,1,0,0.0,5,36.108922138615064,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.017834522342868524,0.0,0.0,0.0,0,0.0,0.0
2024-03-27,3.992500066757202,-0.0008758720460723124,41.40999984741211,0.017444694623179657,-0.01832056666925197,0.01832056666925197,0.00611783538019666,0.011584430818281779,0,1,1.0,5,206.57749289295685,1033.0,-5.0,-4124.25256896019,207.04999923706055,0.0,0.0,Opened,-4124.25256896019,207.04999923706055,0.0,0.011584430818281779,4331.30256819725,0.0,0.0,0,0.0,4331.30256819725
2024-03-28,4.003499984741211,0.002755145347547394,42.43000030517578,0.024631742611016083,-0.02187659726346869,0.02187659726346869,0.006260550890993187,0.01662955623116566,0,1,0.0,5,94.75100530043899,-1033.0,5.0,4135.615484237671,-212.1500015258789,11.362915277481079,-5.100002288818359,Live,0.0,0.0,0.0,0.01662955623116566,4347.76548576355,6.26291298866272,0.001440490065338203,0,0.0,0.0
2024-04-01,4.046000003814697,0.01061571605731726,42.72999954223633,0.007070450975791065,0.0035452650815261944,0.0035452650815261944,0.005121088658981841,0.01444417214980805,1,0,-1.0,5,7.034039955474409,-1033.0,5.0,4179.518003940582,-213.64999771118164,55.265434980392456,-6.599998474121094,Closed,4179.518003940582,-213.64999771118164,48.66543650627136,0.01444417214980805,4393.168001651764,48.66543650627136,0.01107752685259792,0,48.66543650627136,0.0
2024-04-02,4.070000171661377,0.005931825957501635,43.27000045776367,0.012637512785217409,-0.006705686827715773,0.006705686827715773,0.00535236365812535,0.012976630271210397,0,0,0.0,5,22.649868246315695,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.012976630271210397,0.0,0.0,0.0,0,0.0,0.0
2024-04-03,4.192999839782715,0.030221047403820922,44.369998931884766,0.025421734746566838,0.0047993126572540845,0.0047993126572540845,0.012208877518673033,0.007842523450256654,1,0,0.0,5,8.901439476659219,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.012208877518673033,0.0,0.0,0.0,0,0.0,0.0
2024-04-04,4.246500015258789,0.012759403176806794,44.56999969482422,0.004507567449944849,0.008251835726861945,0.008251835726861945,0.010674116283010047,0.009744567532000698,1,0,0.0,5,3.7078603988435006,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.010674116283010047,0.0,0.0,0.0,0,0.0,0.0
2024-04-05,4.239500045776367,-0.0016484091504225251,44.63999938964844,0.001570556322717298,-0.003218965473139823,0.003218965473139823,0.01179726746947432,0.009411418634618208,0,0,0.0,5,10.032242804063854,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.01179726746947432,0.0,0.0,0.0,0,0.0,0.0
2024-04-08,4.2769999504089355,0.008845360119745127,45.5,0.019265246911069456,-0.010419886791324329,0.010419886791324329,0.01185969224812519,0.00994896323276886,0,0,0.0,5,23.170276260770418,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.01185969224812519,0.0,0.0,0.0,0,0.0,0.0
2024-04-09,4.285999774932861,0.0021042376965809684,46.72999954223633,0.027032956972226962,-0.024928719275645994,0.024928719275645994,0.012397838317730005,0.011837147117155514,0,1,1.0,5,140.06911655546128,701.0,-5.0,-3004.485842227936,233.64999771118164,0.0,0.0,Opened,-3004.485842227936,233.64999771118164,0.0,0.012397838317730005,3238.1358399391174,0.0,0.0,0,0.0,3238.1358399391174
2024-04-10,4.2820000648498535,-0.0009332035214748569,46.31999969482422,-0.008773803796885082,0.007840600275410226,0.007840600275410226,0.006320312402176642,0.014330552400164101,1,0,-1.0,5,101.7029212951273,-701.0,5.0,3001.6820454597473,-231.5999984741211,-2.8037967681884766,2.049999237060547,Closed,3001.6820454597473,-231.5999984741211,-0.7537975311279297,0.014330552400164101,3233.2820439338684,-0.7537975311279297,-0.00023313695523165669,0,-0.7537975311279297,0.0
2024-04-11,4.251999855041504,-0.007006120820645445,46.2599983215332,-0.001295366444005408,-0.005710754376640037,0.005710754376640037,0.005808853749613228,0.014977424305882628,0,0,0.0,5,2.011534065553366,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.014977424305882628,0.0,0.0,0.0,0,0.0,0.0
2024-04-12,4.257500171661377,0.0012935834448233319,45.47999954223633,-0.016861193419754228,0.01815477686457756,0.01815477686457756,0.0057138763320203805,0.018640448660490756,1,0,0.0,5,139.238597124337,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.018640448660490756,0.0,0.0,0.0,0,0.0,0.0
2024-04-15,4.379000186920166,0.028537876772739335,45.810001373291016,0.007255977009151593,0.02128189976358774,0.02128189976358774,0.013741388157250012,0.016849018550166562,1,1,1.0,5,2.659864913638083,-14.0,5.0,61.306002616882324,-229.05000686645508,0.0,0.0,Opened,61.306002616882324,-229.05000686645508,0.0,0.016849018550166562,290.3560094833374,0.0,0.0,0,0.0,290.3560094833374
2024-04-16,4.305500030517578,-0.01678468903064423,45.150001525878906,-0.014407330880302327,-0.0023773581503419017,0.0023773581503419017,0.016900805822442994,0.009885154807807568,0,0,-1.0,5,9.001282738935155,14.0,-5.0,-60.277000427246094,225.75000762939453,1.0290021896362305,-3.299999237060547,Closed,-60.277000427246094,225.75000762939453,-2.2709970474243164,0.016900805822442994,286.0270080566406,-2.2709970474243164,-0.007939799331728146,0,-2.2709970474243164,0.0
2024-04-17,4.34250020980835,0.008593700854375275,45.380001068115234,0.005094120364635968,0.003499580489739307,0.003499580489739307,0.017160376823356176,0.011072813294513695,1,0,0.0,5,6.194605076743094,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.017160376823356176,0.0,0.0,0.0,0,0.0,0.0
2024-04-18,4.440499782562256,0.02256754588809362,46.209999084472656,0.018289951450454867,0.004277594437638754,0.004277594437638754,0.017958880857509612,0.015040891089417441,1,0,0.0,5,8.433975308702689,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.017958880857509612,0.0,0.0,0.0,0,0.0,0.0
