Date,2330.TW_Close,2330.TW_dailyReturns,2454.TW_Close,2454.TW_dailyReturns,spread,abs_sprd,2330.TW_rolling avg,2454.TW_rolling avg,isSprdPos,signal,axe,leverage,ratio,2330.TW_Size,2454.TW_Size,Gross size,,2330.TW_Cashflow,2454.TW_Cashflow,2330.TW_MTM,2454.TW_MTM,Live Trades,2330.TW_PnL,2454.TW_PnL,Total PnL,riskThreshold,grossCashflow,weighted,,totalMTM,totalMTM in %,isStoppedOut,Adjusted PnL,Gross Capital,,,
10/11/2021,612,0.001636661,958,-0.020449898,0.022086559,0.022086559,0.011969006,0.023738217,1,0,0,5,19.5589906,0,0,0,0,0,0,0,0,,0,0,0,0.023738217,0, -   , -   ,0,0,0,0,0,0, -   ,
11/11/2021,606,-0.009803922,954,-0.004175365,-0.005628556,0.005628556,0.012406701,0.023725965,0,0,0,5,0.67045619,0,0,0,0,0,0,0,0,,0,0,0,0.023725965,0, -   , -   ,0,0,0,0,0,0, -   ,
12/11/2021,604,-0.00330033,983,0.030398323,-0.033698653,0.033698653,0.009151707,0.026201912,0,1,1,5,14.99024845,75,-5,80,0.010217345,-45300,4915,0,0,Opened,-45300,4915,0,0.026201912,50215, 0.01 , 0.00 ,0,0,0,0,50215,0, -   ,
15/11/2021,608,0.006622517,1025,0.042726348,-0.036103831,0.036103831,0.009442329,0.026256978,0,1,0,5,10.87659621,-75,5,80,0.010493245,45600,-5125,300,-210,Live,0,0,0,0.026256978,50725, 0.01 , 0.00 ,90,0.001774273,0,0,0,0, -   ,
16/11/2021,610,0.003289474,1035,0.009756098,-0.006466624,0.006466624,0.006400822,0.025503291,0,1,0,5,5.032227109,-75,5,80,0.007594727,45750,-5175,450,-260,Live,0,0,0,0.025503291,50925, 0.01 , 0.00 ,190,0.003730977,0,0,0,0, -   ,
17/11/2021,610,0,1030,-0.004830918,0.004830918,0.004830918,0.00631762,0.021178195,1,0,-1,5,inf,-75,5,80,0.007246406,45750,-5150,450,-235,Closed,45750,-5150,215,0.021178195,50900, 0.01 , 0.00 ,215,0.004223969,0,215,0,0.004223969, 0.000047 ,
18/11/2021,613,0.004918033,1085,0.053398058,-0.048480025,0.048480025,0.003974004,0.023789494,0,1,1,5,19.21778404,97,-5,102,0.004945351,-59461,5425,0,0,Opened,-59461,5425,0,0.023789494,64886, 0.01 , 0.00 ,0,0,0,0,64886,0, -   ,
19/11/2021,618,0.008156607,1090,0.004608295,0.003548312,0.003548312,0.003151135,0.025416193,1,0,-1,5,0.996480396,-97,5,102,0.00424256,59946,-5450,485,-25,Closed,59946,-5450,460,0.025416193,65396, 0.01 , 0.00 ,460,0.007034069,0,460,0,0.007034069, 0.000100 ,
22/11/2021,615,-0.004854369,1080,-0.009174312,0.004319943,0.004319943,0.004965077,0.024986539,1,0,0,5,3.31886328,0,0,0,0,0,0,0,0,,0,0,0,0.024986539,0, -   , -   ,0,0,0,0,0,0, -   ,
23/11/2021,612,-0.004878049,1055,-0.023148148,0.018270099,0.018270099,0.005827595,0.029278671,1,0,0,5,8.180336178,0,0,0,0,0,0,0,0,,0,0,0,0.029278671,0, -   , -   ,0,0,0,0,0,0, -   ,
24/11/2021,603,-0.014705882,1040,-0.014218009,-0.000487873,0.000487873,0.009062477,0.030283875,0,0,0,5,1.667491924,0,0,0,0,0,0,0,0,,0,0,0,0.030283875,0, -   , -   ,0,0,0,0,0,0, -   ,
25/11/2021,603,0,1035,-0.004807692,0.004807692,0.004807692,0.008323683,0.010363202,1,0,0,5,inf,0,0,0,0,0,0,0,0,,0,0,0,0.010363202,0, -   , -   ,0,0,0,0,0,0, -   ,
26/11/2021,596,-0.011608624,1005,-0.028985507,0.017376884,0.017376884,0.005884455,0.009933912,1,1,1,5,4.210367252,-22,5,27,0.006634354,13112,-5025,0,0,Opened,13112,-5025,0,0.009933912,18137, 0.00 , 0.00 ,0,0,0,0,18137,0, -   ,
29/11/2021,593,-0.005033557,1030,0.024875622,-0.029909179,0.029909179,0.005867047,0.021163777,0,0,-1,5,8.583837418,22,-5,27,0.008699774,-13046,5150,66,125,Closed,-13046,5150,191,0.021163777,18196, 0.00 , 0.00 ,191,0.010496812,0,191,0,0.010496812, 0.000042 ,
30/11/2021,596,0.005059022,1010,-0.019417476,0.024476498,0.024476498,0.008119895,0.020610117,1,1,1,5,6.504311375,-33,5,38,0.009763345,19668,-5050,0,0,Opened,19668,-5050,0,0.020610117,24718, 0.01 , 0.00 ,0,0,0,0,24718,0, -   ,
1/12/2021,600,0.006711409,1065,0.054455446,-0.047744036,0.047744036,0.007516428,0.034234665,0,0,-1,5,14.40210396,33,-5,38,0.011031986,-19800,5325,-132,275,Closed,-19800,5325,143,0.034234665,25125, 0.01 , 0.00 ,143,0.005691542,0,143,0,0.005691542, 0.000031 ,
2/12/2021,615,0.025,1080,0.014084507,0.010915493,0.010915493,0.013916755,0.033891506,1,0,0,5,0.989350739,0,0,0,0,0,0,0,0,,0,0,0,0.033891506,0, -   , -   ,0,0,0,0,0,0, -   ,
3/12/2021,608,-0.011382114,1060,-0.018518519,0.007136405,0.007136405,0.013853363,0.031172675,1,0,0,5,2.836518379,0,0,0,0,0,0,0,0,,0,0,0,0.031172675,0, -   , -   ,0,0,0,0,0,0, -   ,
6/12/2021,600,-0.013157895,1085,0.023584906,-0.0367428,0.0367428,0.015559585,0.031035077,0,1,1,5,3.241352201,17,-5,22,0.019076742,-10200,5425,0,0,Opened,-10200,5425,0,0.031035077,15625, 0.00 , 0.00 ,0,0,0,0,15625,0, -   ,
7/12/2021,607,0.011666667,1065,-0.01843318,0.030099846,0.030099846,0.016107935,0.030797398,1,0,-1,5,2.772135054,-17,5,22,0.019446449,10319,-5325,119,100,Closed,10319,-5325,219,0.030797398,15644, 0.00 , 0.00 ,219,0.013998977,0,219,0,0.013998977, 0.000048 ,
8/12/2021,602,-0.008237232,1095,0.028169014,-0.036406246,0.036406246,0.016797472,0.022715322,0,1,1,5,6.220251743,32,-5,37,0.017597182,-19264,5475,0,0,Opened,-19264,5475,0,0.022715322,24739, 0.01 , 0.00 ,0,0,0,0,24739,0, -   ,
9/12/2021,608,0.009966777,1085,-0.00913242,0.019099197,0.019099197,0.012053481,0.022964269,1,0,-1,5,1.635148802,-32,5,37,0.013527912,19456,-5425,192,50,Closed,19456,-5425,242,0.022964269,24881, 0.01 , 0.00 ,242,0.009726297,0,242,0,0.009726297, 0.000053 ,
10/12/2021,605,-0.004934211,1075,-0.00921659,0.004282379,0.004282379,0.011139638,0.0212899,1,0,0,5,3.318987952,0,0,0,0,0,0,0,0,,0,0,0,0.0212899,0, -   , -   ,0,0,0,0,0,0, -   ,
13/12/2021,601,-0.00661157,1075,0,-0.00661157,0.00661157,0.009626451,0.017935891,0,0,0,5,0,0,0,0,0,0,0,0,0,,0,0,0,0.017935891,0, -   , -   ,0,0,0,0,0,0, -   ,
14/12/2021,599,-0.003327787,1070,-0.004651163,0.001323376,0.001323376,0.007276143,0.015637534,1,0,0,5,2.496680514,0,0,0,0,0,0,0,0,,0,0,0,0.015637534,0, -   , -   ,0,0,0,0,0,0, -   ,
15/12/2021,600,0.001669449,1060,-0.009345794,0.011015243,0.011015243,0.006692554,0.004125273,1,1,1,5,9.890031153,-50,5,55,0.006459164,30000,-5300,0,0,Opened,30000,-5300,0,0.006692554,35300, 0.01 , 0.00 ,0,0,0,0,35300,0, -   ,
16/12/2021,605,0.008333333,1090,0.028301887,-0.019968553,0.019968553,0.006054338,0.015730077,0,0,-1,5,6.118821145,50,-5,55,0.006933951,-30250,5450,-250,150,Closed,-30250,5450,-100,0.015730077,35700, 0.01 , 0.00 ,-100,-0.00280112,0,-100,0,-0.00280112,-0.000022 ,
17/12/2021,607,0.003305785,1075,-0.013761468,0.017067253,0.017067253,0.005824011,0.016577793,1,1,1,5,7.372417363,-37,5,42,0.007104223,22459,-5375,0,0,Opened,22459,-5375,0,0.016577793,27834, 0.01 , 0.00 ,0,0,0,0,27834,0, -   ,
20/12/2021,598,-0.014827018,1055,-0.018604651,0.003777633,0.003777633,0.00879456,0.018575816,1,1,0,5,2.21370114,37,-5,42,0.009958995,-22126,5275,333,-100,Live,0,0,0,0.018575816,27401, 0.01 , 0.00 ,233,0.008503339,0,0,0,0, -   ,
21/12/2021,597,-0.001672241,1090,0.033175355,-0.034847596,0.034847596,0.008714363,0.024730155,0,0,-1,5,36.22170886,37,-5,42,0.010621005,-22089,5450,370,75,Closed,-22089,5450,445,0.024730155,27539, 0.01 , 0.00 ,445,0.016158902,0,445,0,0.016158902, 0.000097 ,
22/12/2021,600,0.005025126,1085,-0.004587156,0.009612282,0.009612282,0.009058918,0.024175758,1,0,0,5,1.6507263,0,0,0,0,0,0,0,0,,0,0,0,0.024175758,0, -   , -   ,0,0,0,0,0,0, -   ,
23/12/2021,606,0.01,1095,0.00921659,0.00078341,0.00078341,0.009462372,0.020833788,1,0,0,5,1.665373911,0,0,0,0,0,0,0,0,,0,0,0,0.020833788,0, -   , -   ,0,0,0,0,0,0, -   ,
24/12/2021,604,-0.00330033,1120,0.02283105,-0.02613138,0.02613138,0.009410391,0.020740404,0,1,1,5,12.82772385,65,-5,70,0.010219677,-39260,5600,0,0,Opened,-39260,5600,0,0.020740404,44860, 0.01 , 0.00 ,0,0,0,0,44860,0, -   ,
27/12/2021,606,0.003311258,1145,0.022321429,-0.01901017,0.01901017,0.005342906,0.014574919,0,1,0,5,12.73684288,-65,5,70,0.006002336,39390,-5725,130,-125,Live,0,0,0,0.014574919,45115, 0.01 , 0.00 ,5,0.000110828,0,0,0,0, -   ,
28/12/2021,615,0.014851485,1175,0.026200873,-0.011349388,0.011349388,0.006874266,0.012818927,0,1,0,5,3.370610999,-65,5,70,0.007298884,39975,-5875,715,-275,Live,0,0,0,0.012818927,45850, 0.01 , 0.00 ,440,0.00959651,0,0,0,0, -   ,
29/12/2021,616,0.001626016,1185,0.008510638,-0.006884622,0.006884622,0.007154365,0.008311067,0,1,0,5,10.06873446,-65,5,70,0.007236987,40040,-5925,780,-325,Live,0,0,0,0.008311067,45965, 0.01 , 0.00 ,455,0.009898836,0,0,0,0, -   ,
30/12/2021,615,-0.001623377,1190,0.004219409,-0.005842786,0.005842786,0.007132821,0.009775218,0,1,0,5,5.029261432,-65,5,70,0.007321564,39975,-5950,715,-350,Live,0,0,0,0.009775218,45925, 0.01 , 0.00 ,365,0.007947741,0,0,0,0, -   ,
3/1/2022,631,0.02601626,1150,-0.033613445,0.059629706,0.059629706,0.011437358,0.023727875,1,0,-1,5,2.354705749,-65,5,70,0.012315252,41015,-5750,1755,-150,Closed,41015,-5750,1605,0.023727875,46765, 0.01 , 0.00 ,1605,0.034320539,0,1605,0,0.034320539, 0.000349 ,
4/1/2022,656,0.039619651,1165,0.013043478,0.026576173,0.026576173,0.017151379,0.022412559,1,1,1,5,0.584661983,-3,5,8,0.020439617,1968,-5825,0,0,Opened,1968,-5825,0,0.022412559,7793, 0.00 , 0.00 ,0,0,0,0,7793,0, -   ,
5/1/2022,650,-0.009146341,1175,0.008583691,-0.017730032,0.017730032,0.020598686,0.019129817,0,0,-1,5,1.69648949,3,-5,8,0.019680643,-1950,5875,18,50,Closed,-1950,5875,68,0.020598686,7825, 0.00 , 0.00 ,68,0.008690096,0,68,0,0.008690096, 0.000015 ,
6/1/2022,644,-0.009230769,1135,-0.034042553,0.024811784,0.024811784,0.022369299,0.023456178,1,1,1,5,6.499713669,-33,5,38,0.02251231,21252,-5675,0,0,Opened,21252,-5675,0,0.023456178,26927, 0.01 , 0.00 ,0,0,0,0,26927,0, -   ,
7/1/2022,634,-0.01552795,1100,-0.030837004,0.015309054,0.015309054,0.024774852,0.023988647,1,1,0,5,3.445573174,33,-5,38,0.024671404,-20922,5500,330,-175,Live,0,0,0,0.024774852,26422, 0.01 , 0.00 ,155,0.005866324,0,0,0,0, -   ,
10/1/2022,643,0.014195584,1095,-0.004545455,0.018741038,0.018741038,0.022923396,0.02189385,1,1,0,5,0.545289599,33,-5,38,0.022787929,-21219,5475,33,-200,Live,0,0,0,0.022923396,26694, 0.01 , 0.00 ,-167,-0.006256088,0,0,0,0, -   ,
11/1/2022,651,0.01244168,1080,-0.01369863,0.02614031,0.02614031,0.013745233,0.017892518,1,1,0,5,1.82658923,33,-5,38,0.014290928,-21483,5400,-231,-275,Live,0,0,0,0.017892518,26883, 0.01 , 0.00 ,-506,-0.018822304,1,-506,0,-0.018822304,-0.000110 ,
12/1/2022,660,0.013824885,1085,0.00462963,0.009195255,0.009195255,0.014356551,0.016638069,1,1,0,5,0.550516741,33,-5,38,0.014656751,-21780,5425,-528,-250,Live,0,0,0,0.016638069,27205, 0.01 , 0.00 ,-778,-0.028597684,1,0,0,0, -   ,
13/1/2022,661,0.001515152,1100,0.013824885,-0.012309733,0.012309733,0.012756731,0.017206089,0,0,-1,5,15.18436666,33,-5,38,0.013342173,-21813,5500,-561,-175,Closed,-21813,5500,-736,0.017206089,27313, 0.01 , 0.00 ,-736,-0.026946875,1,0,0,0, -   ,
14/1/2022,672,0.016641452,1065,-0.031818182,0.048459634,0.048459634,0.005904224,0.017560333,1,1,1,5,3.030152376,-16,5,21,0.008679488,10752,-5325,0,0,Opened,10752,-5325,0,0.017560333,16077, 0.00 , 0.00 ,0,0,0,0,16077,0, -   ,
17/1/2022,683,0.016369048,1115,0.046948357,-0.030579309,0.030579309,0.006204101,0.029739146,0,0,-1,5,4.682212803,16,-5,21,0.011807683,-10928,5575,-176,250,Closed,-10928,5575,74,0.029739146,16503, 0.00 , 0.00 ,74,0.004484033,0,74,0,0.004484033, 0.000016 ,
18/1/2022,662,-0.030746706,1105,-0.00896861,-0.021778096,0.021778096,0.020135092,0.029104774,0,0,0,5,0.486889972,0,0,0,0,0,0,0,0,,0,0,0,0.029104774,0, -   , -   ,0,0,0,0,0,0, -   ,
19/1/2022,654,-0.012084592,1100,-0.004524887,-0.007559705,0.007559705,0.020154279,0.029414159,0,0,0,5,0.629782612,0,0,0,0,0,0,0,0,,0,0,0,0.029414159,0, -   , -   ,0,0,0,0,0,0, -   ,
20/1/2022,651,-0.004587156,1090,-0.009090909,0.004503753,0.004503753,0.020098539,0.029107503,1,0,0,5,3.318251641,0,0,0,0,0,0,0,0,,0,0,0,0.029107503,0, -   , -   ,0,0,0,0,0,0, -   ,
21/1/2022,641,-0.015360983,1070,-0.018348624,0.002987641,0.002987641,0.017215981,0.02606309,1,0,0,5,1.9939315,0,0,0,0,0,0,0,0,,0,0,0,0.02606309,0, -   , -   ,0,0,0,0,0,0, -   ,
24/1/2022,653,0.018720749,1090,0.018691589,2.92E-05,2.92E-05,0.018101325,0.013880439,1,0,0,5,1.66661896,0,0,0,0,0,0,0,0,,0,0,0,0.018101325,0, -   , -   ,0,0,0,0,0,0, -   ,
25/1/2022,641,-0.018376723,1085,-0.004587156,-0.013789567,0.013789567,0.014919574,0.013660279,0,0,0,5,0.422519882,0,0,0,0,0,0,0,0,,0,0,0,0.014919574,0, -   , -   ,0,0,0,0,0,0, -   ,
26/1/2022,636,-0.007800312,1075,-0.00921659,0.001416278,0.001416278,0.014627171,0.013901114,1,0,0,5,1.997145176,0,0,0,0,0,0,0,0,,0,0,0,0.014627171,0, -   , -   ,0,0,0,0,0,0, -   ,
7/2/2022,635,-0.001572327,1100,0.023255814,-0.024828141,0.024828141,0.014734965,0.018122357,0,1,1,5,25.62168101,129,-5,134,0.01486136,-81915,5500,0,0,Opened,-81915,5500,0,0.018122357,87415, 0.02 , 0.00 ,0,0,0,0,87415,0, -   ,
8/2/2022,628,-0.011023622,1095,-0.004545455,-0.006478168,0.006478168,0.014076481,0.015045614,0,1,0,5,0.718964555,-129,5,134,0.014112643,81012,-5475,-903,25,Live,0,0,0,0.015045614,86487, 0.02 , 0.00 ,-878,-0.010151815,0,0,0,0, -   ,
9/2/2022,633,0.007961783,1130,0.03196347,-0.024001687,0.024001687,0.009950694,0.018823286,0,1,0,5,7.166684701,-129,5,134,0.010281761,81657,-5650,-258,-150,Live,0,0,0,0.018823286,87307, 0.02 , 0.00 ,-408,-0.004673165,0,0,0,0, -   ,
10/2/2022,649,0.025276461,1160,0.026548673,-0.001272211,0.001272211,0.014612867,0.019026128,0,1,0,5,1.877326588,-129,5,134,0.014777541,83721,-5800,1806,-300,Live,0,0,0,0.019026128,89521, 0.02 , 0.00 ,1506,0.016822868,0,0,0,0, -   ,
11/2/2022,650,0.001540832,1150,-0.00862069,0.010161522,0.010161522,0.013511457,0.018848502,1,0,-1,5,9.898541114,-129,5,134,0.0137106,83850,-5750,1935,-250,Closed,83850,-5750,1685,0.018848502,89600, 0.02 , 0.00 ,1685,0.018805804,0,1685,0,0.018805804, 0.000367 ,
14/2/2022,637,-0.02,1105,-0.039130435,0.019130435,0.019130435,0.017488305,0.028917716,1,0,0,5,3.393966282,0,0,0,0,0,0,0,0,,0,0,0,0.028917716,0, -   , -   ,0,0,0,0,0,0, -   ,
15/2/2022,633,-0.006279435,1100,-0.004524887,-0.001754548,0.001754548,0.016805105,0.028916688,0,0,0,5,1.252207044,0,0,0,0,0,0,0,0,,0,0,0,0.028916688,0, -   , -   ,0,0,0,0,0,0, -   ,
16/2/2022,646,0.020537125,1130,0.027272727,-0.006735602,0.006735602,0.018799252,0.027722454,0,0,0,5,2.322923207,0,0,0,0,0,0,0,0,,0,0,0,0.027722454,0, -   , -   ,0,0,0,0,0,0, -   ,
17/2/2022,645,-0.001547988,1130,0,-0.001547988,0.001547988,0.014657455,0.0236894,0,0,0,5,0,0,0,0,0,0,0,0,0,,0,0,0,0.0236894,0, -   , -   ,0,0,0,0,0,0, -   ,
18/2/2022,637,-0.012403101,1120,-0.008849558,-0.003553543,0.003553543,0.015328666,0.023698363,0,0,0,5,1.254497715,0,0,0,0,0,0,0,0,,0,0,0,0.023698363,0, -   , -   ,0,0,0,0,0,0, -   ,
21/2/2022,632,-0.007849294,1130,0.008928571,-0.016777865,0.016777865,0.012919665,0.0143012,0,1,1,5,2.033821203,11,-5,16,0.013351394,-6952,5650,0,0,Opened,-6952,5650,0,0.0143012,12602, 0.00 , 0.00 ,0,0,0,0,12602,0, -   ,
22/2/2022,627,-0.007911392,1110,-0.017699115,0.009787723,0.009787723,0.013089818,0.01729494,1,0,-1,5,3.960536901,-11,5,16,0.014403919,6897,-5550,-55,100,Closed,6897,-5550,45,0.01729494,12447, 0.00 , 0.00 ,45,0.003615329,0,45,0,0.003615329, 0.000010 ,
23/2/2022,625,-0.003189793,1120,0.009009009,-0.012198802,0.012198802,0.004304267,0.011593369,0,1,1,5,5.061189189,26,-5,31,0.005479929,-16250,5600,0,0,Opened,-16250,5600,0,0.011593369,21850, 0.00 , 0.00 ,0,0,0,0,21850,0, -   ,
24/2/2022,604,-0.0336,1060,-0.053571429,0.019971429,0.019971429,0.011972674,0.025734314,1,0,-1,5,2.798097716,-26,5,31,0.014192294,15704,-5300,-546,300,Closed,15704,-5300,-246,0.025734314,21004, 0.00 , 0.00 ,-246,-0.011712055,0,-246,0,-0.011712055,-0.000054 ,
25/2/2022,604,0,1085,0.023584906,-0.023584906,0.023584906,0.013332533,0.030509411,0,0,0,5,inf,0,0,0,0,0,0,0,0,,0,0,0,0.030509411,0, -   , -   ,0,0,0,0,0,0, -   ,
1/3/2022,604,0,1100,0.013824885,-0.013824885,0.013824885,0.014160559,0.031177605,0,0,0,5,inf,0,0,0,0,0,0,0,0,,0,0,0,0.031177605,0, -   , -   ,0,0,0,0,0,0, -   ,
2/3/2022,601,-0.004966887,1080,-0.018181818,0.013214931,0.013214931,0.014274809,0.03122758,1,0,0,5,6.578127363,0,0,0,0,0,0,0,0,,0,0,0,0.03122758,0, -   , -   ,0,0,0,0,0,0, -   ,
3/3/2022,602,0.001663894,1080,0,0.001663894,0.001663894,0.014866341,0.030462916,1,0,0,5,0,0,0,0,0,0,0,0,0,,0,0,0,0.030462916,0, -   , -   ,0,0,0,0,0,0, -   ,
4/3/2022,595,-0.011627907,1025,-0.050925926,0.039298019,0.039298019,0.00543278,0.029455269,1,1,1,5,7.544740118,-38,5,43,0.008226092,22610,-5125,0,0,Opened,22610,-5125,0,0.029455269,27735, 0.01 , 0.00 ,0,0,0,0,27735,0, -   ,
7/3/2022,576,-0.031932773,972,-0.051707317,0.019774544,0.019774544,0.013630003,0.02957796,1,1,0,5,2.732493582,38,-5,43,0.015484417,-21888,4860,722,-265,Live,0,0,0,0.02957796,26748, 0.01 , 0.00 ,457,0.01708539,0,0,0,0, -   ,
8/3/2022,563,-0.022569444,963,-0.009259259,-0.013310185,0.013310185,0.013486447,0.023976776,0,0,-1,5,0.70173521,38,-5,43,0.014706252,-21394,4815,1216,-310,Closed,-21394,4815,906,0.023976776,26209, 0.01 , 0.00 ,906,0.034568278,0,906,0,0.034568278, 0.000197 ,
9/3/2022,568,0.008880995,966,0.003115265,0.00576573,0.00576573,0.016792758,0.027368037,1,0,0,5,0.596571015,0,0,0,0,0,0,0,0,,0,0,0,0.027368037,0, -   , -   ,0,0,0,0,0,0, -   ,
10/3/2022,587,0.033450704,995,0.030020704,0.00343,0.00343,0.026214684,0.035437479,1,0,0,5,1.521249981,0,0,0,0,0,0,0,0,,0,0,0,0.035437479,0, -   , -   ,0,0,0,0,0,0, -   ,
11/3/2022,575,-0.02044293,963,-0.032160804,0.011717874,0.011717874,0.027074386,0.03156284,1,0,0,5,2.634766878,0,0,0,0,0,0,0,0,,0,0,0,0.03156284,0, -   , -   ,0,0,0,0,0,0, -   ,
14/3/2022,572,-0.005217391,944,-0.01973001,0.014512619,0.014512619,0.023159116,0.02378715,1,0,0,5,6.240938017,0,0,0,0,0,0,0,0,,0,0,0,0.02378715,0, -   , -   ,0,0,0,0,0,0, -   ,
15/3/2022,558,-0.024475524,904,-0.042372881,0.017897357,0.017897357,0.02361052,0.029080403,1,0,0,5,2.804724587,0,0,0,0,0,0,0,0,,0,0,0,0.029080403,0, -   , -   ,0,0,0,0,0,0, -   ,
16/3/2022,558,0,907,0.003318584,-0.003318584,0.003318584,0.022953522,0.029107347,0,0,0,5,inf,0,0,0,0,0,0,0,0,,0,0,0,0.029107347,0, -   , -   ,0,0,0,0,0,0, -   ,
17/3/2022,582,0.043010753,968,0.067254686,-0.024243933,0.024243933,0.026851244,0.043706436,0,0,0,5,2.600745632,0,0,0,0,0,0,0,0,,0,0,0,0.043706436,0, -   , -   ,0,0,0,0,0,0, -   ,
18/3/2022,581,-0.001718213,969,0.001033058,-0.002751271,0.002751271,0.024760045,0.040932702,0,0,0,5,1.002756006,0,0,0,0,0,0,0,0,,0,0,0,0.040932702,0, -   , -   ,0,0,0,0,0,0, -   ,
21/3/2022,586,0.008605852,978,0.009287926,-0.000682074,0.000682074,0.024478177,0.039115919,0,0,0,5,1.801217257,0,0,0,0,0,0,0,0,,0,0,0,0.039115919,0, -   , -   ,0,0,0,0,0,0, -   ,
22/3/2022,583,-0.005119454,975,-0.003067485,-0.002051969,0.002051969,0.019698451,0.029238446,0,0,0,5,1.002062528,0,0,0,0,0,0,0,0,,0,0,0,0.029238446,0, -   , -   ,0,0,0,0,0,0, -   ,
23/3/2022,590,0.012006861,977,0.002051282,0.009955579,0.009955579,0.019055091,0.029376319,1,0,0,5,0.282903582,0,0,0,0,0,0,0,0,,0,0,0,0.029376319,0, -   , -   ,0,0,0,0,0,0, -   ,
24/3/2022,591,0.001694915,972,-0.005117707,0.006812623,0.006812623,0.007113284,0.005559555,1,0,0,5,4.965994524,0,0,0,0,0,0,0,0,,0,0,0,0.007113284,0, -   , -   ,0,0,0,0,0,0, -   ,
25/3/2022,598,0.011844332,971,-0.001028807,0.012873138,0.012873138,0.007399626,0.005617581,1,1,1,5,0.14103965,-1,5,6,0.005914588,598,-4855,0,0,Opened,598,-4855,0,0.007399626,5453, 0.00 , 0.00 ,0,0,0,0,5453,0, -   ,
28/3/2022,584,-0.023411371,964,-0.007209063,-0.016202308,0.016202308,0.014661557,0.003589135,0,0,-1,5,0.50829536,1,-5,6,0.005434539,-584,4820,14,-35,Closed,-584,4820,-21,0.014661557,5404, 0.00 , 0.00 ,-21,-0.00388601,0,-21,0,-0.00388601,-0.000005 ,
29/3/2022,589,0.008561644,912,-0.053941909,0.062503553,0.062503553,0.014881508,0.023139489,1,1,1,5,9.755481194,-49,5,54,0.015646136,28861,-4560,0,0,Opened,28861,-4560,0,0.023139489,33421, 0.01 , 0.00 ,0,0,0,0,33421,0, -   ,
30/3/2022,600,0.018675722,915,0.003289474,0.015386248,0.015386248,0.016225191,0.023347189,1,1,0,5,0.268607955,49,-5,54,0.016884635,-29400,4575,-539,15,Live,0,0,0,0.023347189,33975, 0.01 , 0.00 ,-524,-0.015423105,0,0,0,0, -   ,
31/3/2022,597,-0.005,905,-0.010928962,0.005928962,0.005928962,0.016678531,0.023011277,1,1,0,5,3.313470815,49,-5,54,0.017264897,-29253,4525,-392,-35,Live,0,0,0,0.023011277,33778, 0.01 , 0.00 ,-427,-0.012641364,0,0,0,0, -   ,
1/4/2022,589,-0.013400335,900,-0.005524862,-0.007875473,0.007875473,0.01682456,0.022460708,0,0,-1,5,0.629989025,49,-5,54,0.017346426,-28861,4500,0,-60,Closed,-28861,4500,-60,0.022460708,33361, 0.01 , 0.00 ,-60,-0.001798507,0,-60,0,-0.001798507,-0.000013 ,
6/4/2022,578,-0.018675722,882,-0.02,0.001324278,0.001324278,0.015460239,0.022096473,1,0,0,5,1.634155395,0,0,0,0,0,0,0,0,,0,0,0,0.022096473,0, -   , -   ,0,0,0,0,0,0, -   ,
7/4/2022,566,-0.020761246,850,-0.036281179,0.015519933,0.015519933,0.016019032,0.015104425,1,0,0,5,2.624402725,0,0,0,0,0,0,0,0,,0,0,0,0.016019032,0, -   , -   ,0,0,0,0,0,0, -   ,
8/4/2022,567,0.001766784,840,-0.011764706,0.01353149,0.01353149,0.009469976,0.012006857,1,1,1,5,9.864923747,-50,5,55,0.009700602,28350,-4200,0,0,Opened,28350,-4200,0,0.012006857,32550, 0.01 , 0.00 ,0,0,0,0,32550,0, -   ,
11/4/2022,558,-0.015873016,836,-0.004761905,-0.011111111,0.011111111,0.008918628,0.013045413,0,0,-1,5,0.449462366,50,-5,55,0.00929379,-27900,4180,450,-20,Closed,-27900,4180,430,0.013045413,32080, 0.01 , 0.00 ,430,0.01340399,0,430,0,0.01340399, 0.000094 ,
12/4/2022,557,-0.001792115,842,0.007177033,-0.008969148,0.008969148,0.010316229,0.016335839,0,0,0,5,6.053911505,0,0,0,0,0,0,0,0,,0,0,0,0.016335839,0, -   , -   ,0,0,0,0,0,0, -   ,
13/4/2022,573,0.028725314,880,0.045130641,-0.016405327,0.016405327,0.019376973,0.029856501,0,0,0,5,2.41287469,0,0,0,0,0,0,0,0,,0,0,0,0.029856501,0, -   , -   ,0,0,0,0,0,0, -   ,
14/4/2022,573,0,861,-0.021590909,0.021590909,0.021590909,0.016205888,0.025861477,1,0,0,5,inf,0,0,0,0,0,0,0,0,,0,0,0,0.025861477,0, -   , -   ,0,0,0,0,0,0, -   ,
15/4/2022,562,-0.019197208,832,-0.033681765,0.014484558,0.014484558,0.018944647,0.030412366,1,0,0,5,2.597429651,0,0,0,0,0,0,0,0,,0,0,0,0.030412366,0, -   , -   ,0,0,0,0,0,0, -   ,
18/4/2022,561,-0.001779359,833,0.001201923,-0.002981283,0.002981283,0.017269612,0.030371599,0,0,0,5,1.002986597,0,0,0,0,0,0,0,0,,0,0,0,0.030371599,0, -   , -   ,0,0,0,0,0,0, -   ,
19/4/2022,565,0.007130125,838,0.006002401,0.001127724,0.001127724,0.017345065,0.030303262,1,0,0,5,1.248600325,0,0,0,0,0,0,0,0,,0,0,0,0.030303262,0, -   , -   ,0,0,0,0,0,0, -   ,
